ID,Date,Subject,Type,Activity,Start,End,,,,,
886,5/1/2024,Health,Homework,Practice 3 grounding techniques,10:59 AM,11:41 AM,,,,,
887,5/1/2024,Finance,Prep,Manually create Nick's budget,11:55 AM,12:35 PM,,,,,
888,5/1/2024,Life,Prep,Pack for vacation,8:32 PM,8:40 PM,,,,,
889,5/6/2024,Social,Homework,Buy Jessica Gift,11:22 AM,12:18 PM,,,,,
890,5/6/2024,Productivity,Prep,Make daily plan + add to Gcalendar,12:24 PM,12:43 PM,,,,,
891,5/6/2024,Finance,Plan,Define clear budget objectives p1,1:19 PM,2:20 PM,,,,,
892,5/6/2024,Finance,Plan,Define clear budget objectives p2,2:31 PM,3:02 PM,,,,,
893,5/6/2024,Finance,Plan,Define clear budget objectives p3,3:21 PM,4:21 PM,,,,,
894,5/7/2024,Productivity,Homework,Habits + Progress Eval,12:43 PM,12:55 PM,,,,,
895,5/7/2024,Life,Chore,Pack lunch + head to library,12:56 PM,1:18 PM,,,,,
896,5/7/2024,Finance,Plan,Define clear budget objectives p4,2:08 PM,3:08 PM,,,,,
897,5/7/2024,Finance,Plan,Define clear budget objectives p5,4:01 PM,5:01 PM,,,,,
898,5/7/2024,Finance,Plan,Define clear budget objectives p6,5:56 PM,7:07 PM,,,,,
899,5/8/2024,Finance,Plan,Define clear budget objectives p7,7:00 PM,7:18 PM,,,,,
900,5/8/2024,Finance,Plan,Define clear budget objectives p8,7:29 PM,8:59 PM,,,,,
901,5/12/2024,Work,Homework,Amazon first day reflections,9:34 AM,10:25 AM,,,,,
902,5/12/2024,Productivity,Homework,Create improvement form + first entry,10:25 AM,10:39 AM,,,,,
903,5/13/2024,Health,Homework,Fill prescription,10:08 AM,10:14 AM,,,,,
904,5/13/2024,Productivity,Homework,New improvement form entry,10:17 AM,10:24 AM,,,,,
905,5/14/2024,Finance,Plan,Define clear budget objectives p8,7:25 PM,7:48 PM,,,,,
906,5/15/2024,Finance,Prep,Make progress tracking sheets,8:33 AM,8:58 AM,,,,,
907,5/15/2024,Therapy,Prep,Prep for therapy,9:12 AM,9:34 AM,,,,,
908,5/15/2024,Finance,Prep,Update habit tracker,6:11 PM,6:19 PM,,,,,
909,5/15/2024,Finance,Prep,Create budget word doc template p1,6:20 PM,6:41 PM,,,,,
910,5/15/2024,Finance,Prep,Create budget word doc template p2,6:53 PM,7:12 PM,,,,,
911,5/15/2024,Productivity,Data Entry,Data Entry,7:25 PM,7:44 PM,,,,,
912,5/16/2024,Finance,Code,Code project p1.1,6:11 PM,6:27 PM,,,,,
913,5/16/2024,Finance,Code,Code project p1.2,6:40 PM,9:04 PM,,,,,
914,5/17/2024,Finance,Code,Code project p2 (20 mins),8:54 AM,9:17 AM,,,,,
915,5/17/2024,Therapy,Homework,Autism Diagnosis Questions p1,9:49 AM,9:56 AM,,,,,
916,5/17/2024,Therapy,Homework,Autism Diagnosis Questions p2,10:14 AM,10:40 AM,,,,,
917,5/18/2024,Finance,Code,Code project p3 (20 mins),10:20 AM,10:41 AM,,,,,
918,5/19/2024,Finance,Code,Code project p4 (20 mins),10:13 AM,10:41 AM,,,,,
919,5/20/2024,Finance,Project,Code project p5 (20 mins),8:45 AM,9:10 AM,,,,,
920,5/21/2024,Finance,Project,Code project p6.1 (20 mins),2:37 PM,2:57 PM,,,,,
921,5/21/2024,Finance,Project,Code project p6.2 (10 mins),3:06 PM,3:16 PM,,,,,
922,5/21/2024,Finance,Project,Code project p6.3 (30 mins),3:34 PM,4:08 PM,,,,,
923,5/21/2024,Finance,Project,Code project p6.4 (30 mins),4:25 PM,4:55 PM,,,,,
924,5/21/2024,Finance,Project,Code project p6.5 (60 mins),5:01 PM,5:57 PM,,,,,
925,5/22/2024,Therapy,Homework,Autism Consideration,8:21 AM,9:09 AM,,,,,
926,5/22/2024,Productivity,Prep,Set up weekly planning system,2:40 PM,2:52 PM,,,,,
927,5/22/2024,Finance,Plan,Operationalized tasks: week 2,2:53 PM,3:01 PM,,,,,
928,5/22/2024,Life,Chore,Plan jessica activities,3:02 PM,3:10 PM,,,,,
929,5/23/2024,Finance,Project,Code project p7.1 (60 mins),7:09 AM,8:12 AM,,,,,
930,5/23/2024,Finance,Project,Code project p7.2 (60 mins),8:22 AM,9:29 AM,,,,,
931,5/23/2024,Therapy,Plan,Therapy homework brainstorm,4:05 PM,4:22 PM,,,,,
932,5/23/2024,Productivity,Plan,Make week 2 plan,4:22 PM,5:12 PM,,,,,
933,5/23/2024,Therapy,Homework,Autism consideration p2,5:33 PM,5:58 PM,,,,,
934,5/23/2024,Career,Homework,Review Amazon score stats,8:34 PM,9:05 PM,,,,,
935,5/24/2024,Finance,Project,Code project p8,8:37 AM,10:00 AM,,,,,
936,5/25/2024,Finance,Project,Code project p9,9:21 AM,10:31 AM,,,,,
937,5/26/2024,Finance,Project,Code project p10,8:22 AM,8:49 AM,,,,,
938,5/26/2024,Therapy,Plan,Make therapy plan,10:00 AM,10:58 AM,,,,,
939,5/27/2024,Finance,Project,Code project p11,9:54 AM,10:22 AM,,,,,
940,5/28/2024,Finance,Project,Code project p12,10:16 AM,10:43 AM,,,,,
941,5/28/2024,Productivity,Plan,Make daily plan,12:44 PM,1:20 PM,,,,,
942,5/28/2024,Finance,Plan,Update budget project plan p1,1:22 PM,1:44 PM,,,,,
943,5/28/2024,Finance,Plan,Update budget project plan p2,2:01 PM,2:50 PM,,,,,
944,5/28/2024,Finance,Plan,Operationalize week 3 p1,2:54 PM,2:58 PM,,,,,
945,5/28/2024,Finance,Plan,Operationalize week 3 p2,3:09 PM,3:28 PM,,,,,
946,5/28/2024,Finance,Plan,Organize binder + folder,3:28 PM,4:48 PM,,,,,
947,5/29/2024,Finance,Project,Code project p13,3:36 PM,5:34 PM,,,,,
948,5/30/2024,Productivity,Data Entry,Enter rest of May's data,2:26 PM,2:54 PM,,,,,
949,5/30/2024,Finance,Project,Budget project p14.1,5:53 PM,6:40 PM,,,,,
950,5/30/2024,Finance,Project,Budget project p14.2,7:06 PM,8:34 PM,,,,,
951,5/31/2024,Finance,Project,Budget project p15,9:16 AM,9:41 AM,,,,,
952,5/31/2024,Therapy,Plan,Translate May therapy notes p1,10:28 AM,10:59 AM,,,,,
953,6/1/2024,Finance,Project,Budget project p16,8:43 AM,9:07 AM,,,,,
954,6/1/2024,Therapy,Plan,Translate May therapy notes p2,9:34 AM,10:29 AM,,,,,
955,6/2/2024,Finance,Project,Budget project p18,10:14 AM,10:35 AM,,,,,
956,6/3/2024,Finance,Project,Budget project p19,9:46 AM,10:06 AM,,,,,
957,6/4/2024,Life,Chores,Return zappos shoes p1,11:13 AM,12:10 PM,,,,,
958,6/4/2024,Life,Chores,Return zappos shoes p2,2:47 PM,4:06 PM,,,,,
959,6/4/2024,Finance,Project,Budget project p20,5:00 PM,7:02 PM,,,,,
960,6/4/2024,Therapy,Plan,Therapeautic Tools,8:30 PM,9:00 PM,,,,,
961,6/5/2024,Productivity,Plan,Daily plan #1,8:58 AM,9:10 AM,,,,,
962,6/5/2024,Life,Chores,Buy zappos shoes dishes,9:11 AM,9:38 AM,,,,,
963,6/5/2024,Finance,Plan,Operationalize tasks week 4,3:12 PM,3:33 PM,,,,,
964,6/5/2024,Social,Chores,Respond to texts,3:36 PM,3:56 PM,,,,,
965,6/5/2024,Productivity,Plan,Work on weekly plan p1,4:11 PM,4:36 PM,,,,,
966,6/5/2024,Finance,Plan,Budget project p21.1,4:48 PM,5:27 PM,,,,,
967,6/5/2024,Finance,Project,Budget project p21.2,5:41 PM,6:43 PM,,,,,
968,6/5/2024,Finance,Project,Budget project p21.3,6:56 PM,7:16 PM,,,,,
969,6/6/2024,Productivity,Data Entry,Data Entry,2:03 PM,2:12 PM,,,,,
970,6/6/2024,Finance,Project,Budget project p22,2:41 PM,4:51 PM,,,,,
971,6/6/2024,Therapy,Journal,Weekly journal p1,6:33 PM,6:55 PM,,,,,
972,6/6/2024,Therapy,Journal,Weekly journal p2,7:12 PM,7:35 PM,,,,,
973,6/6/2024,Productivity,Prep,Update Notion Grad Plan,8:37 PM,8:47 PM,,,,,
974,6/7/2024,Finance,Project,Budget project p23,9:04 AM,9:30 AM,,,,,
975,6/7/2024,Productivity,Homework,Focus Assignment,10:21 AM,10:58 AM,,,,,
976,6/7/2024,Productivity,Plan,Make daily plan,2:09 PM,2:24 PM,,,,,
977,6/7/2024,Productivity,Homework,Priority list p1,2:25 PM,3:09 PM,,,,,
978,6/7/2024,Productivity,Homework,Priority list p2,3:21 PM,4:21 PM,,,,,
979,6/7/2024,Productivity,Homework,Priority list p3,4:32 PM,5:04 PM,,,,,
980,6/7/2024,Productivity,Homework,SMART goals doc p1,7:49 PM,8:48 PM,,,,,
981,6/7/2024,Productivity,Homework,SMART goals doc p2,8:48 PM,9:18 PM,,,,,
982,6/8/2024,Productivity,Homework,SMART goals doc p3,8:49 AM,9:38 AM,,,,,
983,6/8/2024,Finance,Project,Budget project p24,10:00 AM,10:22 AM,,,,,
984,6/9/2024,Finance,Project,Budget project p25,9:36 AM,9:57 AM,,,,,
985,6/10/2024,Finance,Project,Budget project p26,10:07 AM,10:30 AM,,,,,
986,6/11/2024,Finance,Project,Budget project p27,1:11 PM,1:46 PM,,,,,
987,6/11/2024,Productivity,Plan,SMART goals tracklist sheets p1,1:50 PM,2:25 PM,,,,,
988,6/11/2024,Productivity,Plan,Make plan for day,2:26 PM,2:32 PM,,,,,
989,6/11/2024,Life,Chore,Call Amazon to fix feedback,4:20 PM,4:33 PM,,,,,
990,6/11/2024,Productivity,Plan,Update SMART goals doc,4:34 PM,5:00 PM,,,,,
991,6/11/2024,Productivity,Project,SMART Daily Reflection doc p1,5:09 PM,5:18 PM,,,,,
992,6/11/2024,Productivity,Project,SMART Daily Reflection doc p2,5:28 PM,5:43 PM,,,,,
993,6/11/2024,Therapy,Project,Grounding Technique Practice,5:46 PM,6:25 PM,,,,,
994,6/11/2024,Productivity,Project,SMART Final Reflection doc,7:22 PM,8:04 PM,,,,,
995,6/12/2024,Productivity,Chore,Organize papers,6:17 PM,6:30 PM,,,,,
996,6/12/2024,Life,Habits,Emotion Tracker + Focus Meditation,6:32 PM,6:37 PM,,,,,
997,6/12/2024,Finance,Project,Budget project p28,7:07 PM,7:31 PM,,,,,
998,6/12/2024,Therapy,Project,Grounding practice day #2,7:37 PM,8:17 PM,,,,,
999,6/13/2024,Life,Habits,Thursday habits and chores,8:48 PM,9:36 PM,,,,,
1000,6/13/2024,Therapy,Project,Grounding practice day #3,12:57 PM,1:36 PM,,,,,
1001,6/13/2024,Productivity,Data Entry,Data Entry,2:59 PM,3:23 PM,,,,,
1002,6/13/2024,Finance,Project,Budget project p29,3:26 PM,3:49 PM,,,,,
1003,6/13/2024,Social,Homework,Gift research,4:13 PM,5:02 PM,,,,,
1004,6/13/2024,Productivity,Plan,Make plan for tomorrow,5:05 PM,5:35 PM,,,,,
1005,6/13/2024,Finance,Plan,Emergency fund goal doc p1,6:03 PM,6:29 PM,,,,,
1006,6/13/2024,Finance,Plan,Emergency fund goal data entry p1,8:27 PM,9:23 PM,,,,,
1007,6/14/2024,Finance,Project,Budget project p30,8:09 AM,8:36 AM,,,,,
1008,6/14/2024,Therapy,Project,Grounding Technique,8:38 AM,9:12 AM,,,,,
1009,6/14/2024,Life,Prep,"Make lunch, eat breakfast, clean up",9:12 AM,9:50 AM,,,,,
1010,6/14/2024,Life,Homework,Meditation technique activity,9:51 AM,10:04 AM,,,,,
1011,6/14/2024,Finance,Plan,Emergency Food Goal Data entry p2,10:18 AM,10:54 AM,,,,,
1012,6/15/2024,Therapy,Project,Meditation technique activity,9:52 AM,10:12 AM,,,,,
1013,6/15/2024,Finance,Project,Budget project p31,10:19 AM,10:43 AM,,,,,
1014,6/16/2024,Therapy,Project,Meditation technique activity,9:37 AM,9:59 AM,,,,,
1015,6/16/2024,Finance,Project,Budget project p32,10:44 AM,10:56 AM,,,,,
1016,6/18/2024,Therapy,Project,Color meditation,12:23 PM,1:00 PM,,,,,
1017,6/18/2024,Life,Social,Respond to texts,1:59 PM,2:31 PM,,,,,
1018,6/18/2024,Finance,Project,Budget project p33,5:28 PM,6:12 PM,,,,,
1019,6/18/2024,Life,Homework,Amazon: one month reflection p1,6:31 PM,6:58 PM,,,,,
1020,6/19/2024,Therapy,Project,Meditation,8:22 PM,9:07 PM,,,,,
1021,6/19/2024,Finance,Project,Budget project p34,9:28 PM,9:56 PM,,,,,
1022,6/20/2024,Finance,Plan,Reconsider Budget project plans,2:29 PM,3:02 PM,,,,,
1023,6/20/2024,Finance,Plan,Operationalize Tasks #2: W1,3:02 PM,3:07 PM,,,,,
1024,6/20/2024,Finance,Project,Budget project p35,3:08 PM,3:36 PM,,,,,
1025,6/20/2024,Life,Homework,Amazon reflection,3:41 PM,5:56 PM,,,,,
1026,6/25/2024,Therapy,Project,Therapy project final reflection p1,12:04 PM,12:13 PM,,,,,
1027,6/25/2024,Therapy,Project,Therapy project final reflection p2,12:35 PM,1:36 PM,,,,,
1028,6/25/2024,Therapy,Project,Therapy project final reflection p3,1:43 PM,1:48 PM,,,,,
1029,6/25/2024,Life,Habits,Habits p1,1:49 PM,2:03 PM,,,,,
1030,6/25/2024,Life,Habits,Habits p2,2:17 PM,2:33 PM,,,,,
1031,6/25/2024,Life,Social,Respond to texts,2:33 PM,2:58 PM,,,,,
1032,6/25/2024,Finance,Plan,Emergency fund goal data cleaning p1,4:59 PM,6:44 PM,,,,,
1033,6/25/2024,Finance,Plan,Emergency fund goal data cleaning p2,8:09 PM,10:01 PM,,,,,
1034,6/26/2024,Finance,Homework,Amazon: email + schedule,2:44 PM,3:11 PM,,,,,
1035,6/26/2024,Life,Social,Respond to texts,3:41 PM,4:52 PM,,,,,
1036,6/27/2024,Productivity,Plan,Make plan for day,2:45 PM,2:54 PM,,,,,
1037,6/27/2024,Life,Habits,Emotion tracker + ADHD training,2:55 PM,3:07 PM,,,,,
1038,6/27/2024,Finance,Homework,Emergency fund calc p1,3:07 PM,4:32 PM,,,,,
1039,6/27/2024,Finance,Homework,Emergency fund calc p2,5:32 PM,6:45 PM,,,,,
1040,6/27/2024,Finance,Homework,Emergency fund calc p3,7:41 PM,9:30 PM,,,,,
1041,6/30/2024,Productivity,Chore,Clean up iPhone notes,9:54 AM,10:11 AM,,,,,
1042,6/30/2024,Social,Homework,Watch lion king p1,10:40 AM,10:58 AM,,,,,
1043,7/1/2024,Life,Homework,Implement daily plan,12:19 PM,5:11 PM,,,,,
1044,7/1/2024,Therapy,Homework,Write up June Therapy notes p1,9:29 PM,9:40 PM,,,,,
1045,7/2/2024,Therapy,Homework,Write up June Therapy notes p2,11:27 AM,12:26 PM,,,,,
1046,7/2/2024,Finance,Plan,Budget plan p1,12:58 PM,1:58 PM,,,,,
1047,7/2/2024,Finance,Plan,Budget plan p2 + p3,2:09 PM,3:58 PM,,,,,
1048,7/2/2024,Life,Homework,Respond to texts,7:00 PM,7:24 PM,,,,,
1049,7/2/2024,Therapy,Homework,Therapy prep,7:26 PM,7:40 PM,,,,,
1050,7/4/2024,Finance,Project,Yearly budget - set up iPhone,10:22 AM,10:31 AM,,,,,
1051,7/4/2024,Productivity,Homework,Habit Re-evaluation p1,10:33 AM,11:11 AM,,,,,
1052,7/4/2024,Productivity,Homework,Habit Re-evaluation p2,11:27 AM,12:02 PM,,,,,
1053,7/4/2024,Productivity,Homework,Habit Re-evaluation p3,12:13 PM,1:06 PM,,,,,
1054,7/4/2024,Productivity,Homework,Jessica Phone Call,1:06 PM,1:33 PM,,,,,
1055,7/4/2024,Productivity,Homework,Habit Re-evaluation p4,2:50 PM,4:38 PM,,,,,
1056,7/4/2024,Productivity,Homework,Update improvement sheets,4:39 PM,5:02 PM,,,,,
1057,7/4/2024,Productivity,Homework,Implement Notion idea visualization view,5:02 PM,5:24 PM,,,,,
1058,7/8/2024,Social,Homework,Respond to texts,10:48 AM,10:58 AM,,,,,
1059,7/9/2024,Life,"Habits, Chores",Habits + Chores,9:19 AM,1:35 PM,,,,,
1060,7/10/2024,Productivity,Data Entry,July Data Entry #1,4:41 PM,5:32 PM,,,,,
1061,7/11/2024,Finance,Project,Budget project p5,3:50 PM,4:51 PM,,,,,
1062,7/11/2024,Finance,Project,Budget project p6,5:02 PM,6:04 PM,,,,,
1063,7/11/2024,Life,Chores,"Clean kitchen, laundry, uniform prep",6:32 PM,7:04 PM,,,,,
1064,7/11/2024,Life,Chores,Purchase gas,7:05 PM,7:20 PM,,,,,
1065,7/11/2024,Finance,Project,Budget project p7,7:23 PM,7:46 PM,,,,,
1066,7/11/2024,Finance,Project,Research bank account transfer p1,7:59 PM,8:21 PM,,,,,
1067,7/11/2024,Productivity,Habits,Make tomorrow's lunch,8:43 PM,9:00 PM,,,,,
1068,7/14/2024,Life,Research,Look into paid study,4:07 PM,4:22 PM,,,,,
1069,7/14/2024,Life,Management,Fix PayPal password,4:29 PM,4:39 PM,,,,,
1070,7/14/2024,Productivity,Homework,Transfer iPhone notes,5:51 PM,6:25 PM,,,,,
1071,7/16/2024,Life,Habits,Emotion Tracker + Focus Meditation,11:37 AM,11:53 AM,,,,,
1072,7/16/2024,Life,Chores,Buy WSU parking pass + Update EveryDollar,11:54 AM,12:28 PM,,,,,
1073,7/17/2024,Life,Chores,"Clean kitchen, declutter family room",11:29 AM,12:09 PM,,,,,
1074,7/17/2024,Life,Chores,"5 Goal Lock: Shit, vacuum, emotion tracker, weekly journal, laundry",12:17 PM,1:12 PM,,,,,
1075,7/17/2024,Life,Chores,"Respond to texts (x5), fill prescription",1:45 PM,2:33 PM,,,,,
1076,7/17/2024,Life,Chores,Consider NFCU transfer p1,2:42 PM,3:10 PM,,,,,
1077,7/17/2024,Finance,Project,Budget project p8,8:08 PM,9:18 PM,,,,,
1078,7/17/2024,Finance,Project,Budget project p9,9:22 PM,9:45 PM,,,,,
1079,7/18/2024,Finance,Project,Budget project p10,2:24 PM,3:29 PM,,,,,
1080,7/18/2024,Finance,Project,Budget project p11.A,3:47 PM,4:16 PM,,,,,
1081,7/18/2024,Finance,Project,Budget project p11.B,4:26 PM,5:10 PM,,,,,
1082,7/18/2024,Life,Plan,Consider requesting overtime,5:30 PM,6:00 PM,,,,,
1083,7/18/2024,Productivity,Research,Apple reminders app research,6:06 PM,6:36 PM,,,,,
1084,7/21/2024,Life,Routine,"Breakfast, clean lunchbox, make lunch, clean kitchen",7:30 AM,8:55 AM,,,,,
1085,7/21/2024,Life,Routine,"Shave, respond to texts, buy Nick gift",8:56 AM,9:50 AM,,,,,
1086,7/21/2024,Therapy,Project,Bathroom Project p1,9:56 AM,10:51 AM,,,,,
1087,7/22/2024,Life,Routine,"Make lunch, clean kitchen",8:09 AM,8:55 AM,,,,,
1088,7/22/2024,Therapy,Project,Bathroom project p2,9:29 AM,10:41 AM,,,,,
1089,7/23/2024,Life,Routine,"Breakfast, make lunch, clean kitchen, make smoothie",8:22 AM,9:56 AM,,,,,
1090,7/23/2024,Therapy,Project,Bathroom project p3,10:05 AM,10:51 AM,,,,,
1091,7/24/2024,Life,Chores,"Laundry, vacuum, lunch, mow, shower, clean mom's mirror, declutter room",11:48 AM,3:25 PM,,,,,
1092,7/24/2024,Life,Project,Bake cake,4:55 PM,6:30 PM,,,,,
1093,7/25/2024,Life,Chores,"Lunch, make dinner, clean kitchen, put away garbage",3:23 PM,4:25 PM,,,,,
1094,7/25/2024,Finance,Project,Budget project p12,4:51 PM,5:52 PM,,,,,
1095,7/26/2024,Finance,Project,Budget project p13,8:22 AM,9:15 AM,,,,,
1096,7/26/2024,Finance,Project,Budget project p14,9:25 AM,10:27 AM,,,,,
1097,7/26/2024,Finance,Research,Consider NFCU transfer p2,10:55 AM,11:30 AM,,,,,
1098,7/28/2024,Social,Text,Respond to texts,9:27 AM,9:48 AM,,,,,
1099,7/28/2024,Therapy,Journal,Weekly Journal,9:48 AM,10:20 AM,,,,,
1100,7/28/2024,Productivity,Prep,Set up summer weekly plans,10:20 AM,10:36 AM,,,,,
1101,7/29/2024,Life,Routine,"Make lunch, clean lunchbox, clean kitchen",8:34 AM,9:40 AM,,,,,
1102,7/30/2024,Life,Routine,"Breakfast, maje lunch + smoothie, clean kitchen",10:05 AM,12:34 PM,,,,,
1103,7/30/2024,Life,Chores,Gym prep + plan implementation,2:20 PM,5:10 PM,,,,,
1104,7/30/2024,School,Prep,"Update Google Calendar: Fall 2024, Spring 2025",6:23 PM,6:56 PM,,,,,
1105,7/30/2024,School,Plan,Handle scheduling issue + text Ammy schedule,6:57 PM,7:26 PM,,,,,
1106,8/1/2024,Finance,Project,Budget review form rough draft p1,12:33 PM,2:21 PM,,,,,
1107,8/1/2024,Productivity,Data Entry,July Data Entry,4:04 PM,4:43 PM,,,,,
1108,8/1/2024,Finance,Project,Budget review rough draft p2,5:25 PM,5:50 PM,,,,,
1109,8/1/2024,Finance,Review,Budget review #1 p1,5:51 PM,6:24 PM,,,,,
1110,8/1/2024,Finance,Review,Budget review #1 p2,6:35 PM,6:49 PM,,,,,
1111,8/2/2024,Life,Routine,"Make lunch, smoothie, clean kitchen, assemble work stuff",9:01 AM,9:29 AM,,,,,
1112,8/3/2024,Productivity,Homework,July Notes Transfer p1,10:33 AM,11:00 AM,,,,,
1113,8/4/2024,Health,Habits,Focus meditation + weekly journal,10:11 AM,10:47 AM,,,,,
1114,8/6/2024,Work,Plan,Consider end of Amazon schedule,12:23 PM,1:05 PM,,,,,
1115,8/6/2024,Productivity,Homework,July Notes Transfer p2,1:07 PM,1:17 PM,,,,,
1116,8/6/2024,Productivity,Homework,July Notes Transfer p3,2:13 PM,4:17 PM,,,,,
1117,8/6/2024,Life,Chores,Vacuum,4:45 PM,5:10 PM,,,,,
1118,8/6/2024,Life,Prep,Nalani conversation prep,5:39 PM,6:00 PM,,,,,
1119,8/8/2024,Finance,Project,Budget project p15,4:34 PM,5:37 PM,,,,,
1120,8/8/2024,Therapy,Project,Bathroom project p4,5:39 PM,7:16 PM,,,,,
1121,8/9/2024,Productivity,Homework,Clean gmail,10:21 AM,10:29 AM,,,,,
1122,8/10/2024,Therapy,Project,Plan p5 approach timeline,10:35 AM,11:02 AM,,,,,
1123,8/11/2024,Health,Journal,Weekly journal,9:50 AM,10:52 AM,,,,,
1124,8/13/2024,Finance,Project,Budget project p16,1:31 PM,2:31 PM,,,,,
1125,8/13/2024,Finance,Project,Budget project p17,3:58 PM,4:43 PM,,,,,
1126,8/13/2024,Finance,Project,Budget project p18,4:47 PM,6:10 PM,,,,,
1127,8/13/2024,Finance,Project,Fill out budget review form,8:10 PM,8:38 PM,,,,,
1128,8/13/2024,Productivity,Homework,Organize binder,8:44 PM,8:50 PM,,,,,
1129,8/14/2024,Therapy,Project,Bathroom project p5,1:23 PM,1:43 PM,,,,,
1130,8/14/2024,Therapy,Project,Bathroom project p6,7:04 PM,8:37 PM,,,,,
1131,8/15/2024,Social,Text,Return texts,1:30 PM,2:25 PM,,,,,
1132,8/15/2024,Productivity,Homework,Notes transfer,2:44 PM,3:22 PM,,,,,
1133,8/15/2024,Therapy,Journal,Accomplishment journal,3:22 PM,3:40 PM,,,,,
1134,8/15/2024,Life,Chores,Vacuum with no entertainment,3:41 PM,4:02 PM,,,,,
1135,8/15/2024,Therapy,Project,Bathroom project p7,6:38 PM,6:59 PM,,,,,
1136,8/15/2024,Life,Plan,Plan oil change,7:09 PM,7:13 PM,,,,,
1137,8/15/2024,Social,Homework,Buy Teresa Bday gift,7:16 PM,7:32 PM,,,,,
1138,8/15/2024,Therapy,Project,Bathroom project p8,7:39 PM,8:12 PM,,,,,
1139,8/16/2024,Life,Errand,Get oil changed,7:47 PM,8:37 PM,,,,,
1140,8/16/2024,Therapy,Project,Bathroom project p9,10:18 AM,10:58 AM,,,,,
1141,8/20/2024,Life,Chores,Handle dentist insurance issue,1:45 PM,2:22 PM,,,,,
1142,8/20/2024,Life,Chores,"Block #2: drink electrolytes, eat prunes, store oil change document",2:37 PM,2:57 PM,,,,,
1143,8/20/2024,Life,Chores,"Block #3: laundry, shave, change bed sheets",3:03 PM,3:28 PM,,,,,
1144,8/21/2024,Life,Chores,Vacuum + mow,3:55 PM,4:59 PM,,,,,
1145,8/21/2024,Life,Chores,Put away laundry,8:40 PM,8:50 PM,,,,,
1146,8/21/2024,Social,Text,Respond to texts,8:50 PM,9:20 PM,,,,,
1147,8/22/2024,Productivity,Homework,Transfer notes,2:22 PM,2:40 PM,,,,,
1148,8/22/2024,Therapy,Project,Bathroom project p10.A,2:42 PM,3:04 PM,,,,,
1149,8/22/2024,Therapy,Project,Bathroom project p10.B,3:15 PM,4:03 PM,,,,,
1150,8/22/2024,Therapy,Project,Bathroom project p11,4:16 PM,5:08 PM,,,,,
1151,8/23/2024,Finance,Project,Budget project p19,9:11 AM,9:48 AM,,,,,
1152,8/23/2024,Therapy,Project,Bathroom project p12,9:48 AM,10:57 AM,,,,,
1153,8/25/2024,Therapy,Journal,Weekly journal + Therapy Questions,1:50 PM,4:06 PM,,,,,
1154,8/25/2024,Social,Text,Respond to texts,5:45 PM,6:06 PM,,,,,
1155,8/26/2024,Therapy,Project,Paruresis project day #1 p2,1:41 PM,2:00 PM,,,,,
1156,8/26/2024,Productivity,Prep,Notion set p2,2:01 PM,2:19 PM,,,,,
1157,8/26/2024,DBMS,Prep,DBMS Course prep,4:37 PM,5:09 PM,,,,,
1158,8/26/2024,Comparative,Prep,Comparative Lang Course prep,5:12 PM,5:24 PM,,,,,
1159,8/26/2024,Teams I,Prep,Team proj course prep p1,5:25 PM,5:30 PM,,,,,
1160,8/26/2024,Teams I,Prep,Team proj course prep p2,5:43 PM,6:01 PM,,,,,
1161,8/26/2024,Embedded,Prep,Embedded class prep,6:02 PM,6:34 PM,,,,,
1162,8/27/2024,Productivity,Data Entry,Enter timesheet data + organize timesheets,4:48 PM,6:12 PM,,,,,
1163,8/27/2024,SWE,Project,Pitch idea,6:12 PM,8:26 PM,,,,,
1164,8/28/2024,Productivity,Organize,Block #1: Chores,7:10 AM,7:24 AM,,,,,
1165,8/28/2024,Therapy,Project,Paruresis project day #2,7:40 PM,7:47 PM,,,,,
1166,8/28/2024,Social,Text,Respond to texts,7:54 PM,8:07 PM,,,,,
1167,8/28/2024,Life,Routine,Prep lunch,8:42 PM,8:57 PM,,,,,
1168,8/29/2024,SWE,Project,Team comp form p1,4:13 PM,4:22 PM,,,,,
1169,8/29/2024,SWE,Project,Team comp form p1,4:30 PM,5:10 PM,,,,,
1170,8/30/2024,SWE,Project,Team comp form p2 - justification,9:59 AM,11:09 AM,,,,,
1171,8/30/2024,Therapy,Project,Paruresis project day #3,12:12 PM,12:28 PM,,,,,
1172,8/30/2024,SWE,Project,Team comp form p3,12:57 PM,3:01 PM,,,,,
1173,8/30/2024,Embedded,Lecture,Lecture #2 review,7:06 PM,8:13 PM,,,,,
1174,8/30/2024,Embedded,Quiz,Quiz #1,8:13 PM,9:03 PM,,,,,
1175,8/31/2024,Embedded,Lecture,Lecture #3 + Quiz translation,9:19 PM,10:31 PM,,,,,
1176,8/31/2024,Embedded,Quiz,Lecture #1 Quiz translation,11:11 AM,11:36 AM,,,,,
1177,8/31/2024,DBMS,Quiz,W1 Quiz conversion,12:25 PM,12:53 PM,,,,,
1178,8/31/2024,Comparative,Quiz,W1 Quiz conversion,3:38 PM,4:12 PM,,,,,
1179,8/31/2024,Comparative,Quiz,W1 Quiz conversion,4:13 PM,4:43 PM,,,,,
1180,8/31/2024,Productivity,Prep,Put office hours into Google Calendar,4:59 PM,5:15 PM,,,,,
1181,8/31/2024,Productivity,Prep,Populate weekly plans #1 & #2,5:16 PM,6:07 PM,,,,,
